"Vedvarende energis andel af det samlede bruttoenergiforbrug efter tid"

"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022"
5.8;6.0;6.4;6.6;6.5;6.7;6.6;7.5;8.0;8.5;9.7;10.3;11.1;12.2;13.9;15.0;14.6;16.5;16.8;17.8;20.6;22.4;24.2;25.1;27.0;29.0;29.6;33.0;33.6;36.4;40.1;42.3;45.5

